0	1000261_0
1	1000356_0
2	1001208_0
3	1001282_0
4	1001366_0
5	1001426_0
6	1001427_0
7	1001429_0
8	1001431_0
9	1001539_0
10	1001708_0
11	1001914_0
12	1002034_0
13	1002064_0
14	1002174_0
15	1002371_0
16	1002384_0
17	100336_0
18	100384_0
19	1003872_0
20	1004084_0
21	1004231_0
22	1004288_0
23	1004289_0
24	1004828_0
25	100499_0
26	1005797_0
27	1005799_0
28	1005914_0
29	1006325_0
30	1006330_0
31	1006334_0
32	1006478_0
33	1006666_0
34	100680_0
35	10076_0
36	100808_0
37	100816_0
38	10083_0
39	1008756_0
40	1008874_0
41	1008919_0
42	100908_0
43	100911_0
44	1009269_0
45	1009272_0
46	1009500_0
47	1009502_0
48	1009867_0
49	1010024_0
50	1010059_0
51	1010061_0
52	1010087_0
53	1010678_0
54	1010749_0
55	1011113_0
56	1011347_0
57	1011581_0
58	1012084_0
59	101216_0
60	1012166_0
61	101220_0
62	1012460_0
63	1012461_0
64	1012463_0
65	1012541_0
66	1012954_0
67	1013078_0
68	1013437_0
69	1013441_0
70	1013622_0
71	1013654_0
72	1013657_0
73	1013841_0
74	1014148_0
75	1014292_0
76	1014565_0
77	1014657_0
78	101507_0
79	1015187_0
80	1015188_0
81	1015192_0
82	1015233_0
83	1015259_0
84	1015336_0
85	1015359_0
86	1015405_0
87	1015660_0
88	1015830_0
89	1016355_0
90	1016383_0
91	1016470_0
92	1016471_0
93	1016472_0
94	1016473_0
95	1016474_0
96	1016475_0
97	1016476_0
98	1016478_0
99	1016479_0
100	1016683_0
101	1016685_0
102	1016687_0
103	10168_0
104	1016945_0
105	1017244_0
106	1017259_0
107	1017268_0
108	1017322_0
109	1017625_0
110	1018153_0
111	1018160_0
112	1018686_0
113	1018735_0
114	1018744_0
115	1018758_0
116	1019739_0
117	1019937_0
118	1020037_0
119	1020038_0
120	1020042_0
121	1020044_0
122	1020235_0
123	1020237_0
124	1020241_0
125	1020242_0
126	1020260_0
127	1020814_0
128	1020886_0
129	1020953_0
130	1021315_0
131	1021321_0
132	1021352_0
133	102142_0
134	1021977_0
135	1022054_0
136	1022078_0
137	1022082_0
138	1022084_0
139	1022085_0
140	1022388_0
141	1022552_0
142	1022555_0
143	1022606_0
144	1022823_0
145	1022882_0
146	1023019_0
147	1023021_0
148	1023057_0
149	1023357_0
150	1024383_0
151	1024759_0
152	1024760_0
153	1024765_0
154	1024766_0
155	1024925_0
156	1024991_0
157	102528_0
158	1025992_0
159	1025993_0
160	1026059_0
161	102611_0
162	1026315_0
163	1026569_0
164	1026726_0
165	1027020_0
166	102710_0
167	1027218_0
168	1027219_0
169	1027470_0
170	1027970_0
171	1028405_0
172	1028976_0
173	1029246_0
174	1029347_0
175	1029702_0
176	1029973_0
177	1030221_0
178	1030717_0
179	1030811_0
180	1030813_0
181	1030815_0
182	1030816_0
183	1030817_0
184	1030818_0
185	1030835_0
186	1031014_0
187	1031128_0
188	1031133_0
189	1031440_0
190	1031585_0
191	1031847_0
192	1032105_0
193	1032497_0
194	1032498_0
195	1032847_0
196	1032930_0
197	1033018_0
198	1033241_0
199	1033298_0
200	1033430_0
201	1033447_0
202	1033450_0
203	1033562_0
204	1033617_0
205	1033886_0
206	1034097_0
207	1034183_0
208	103450_0
209	1034634_0
210	1034851_0
211	1034852_0
212	1034854_0
213	1034977_0
214	1035227_0
215	1035236_0
216	1035238_0
217	1035308_0
218	1035330_0
219	103554_0
220	1036122_0
221	103656_0
222	1036568_0
223	1036574_0
224	1036757_0
225	103697_0
226	1037153_0
227	1037249_0
228	1037251_0
229	1037726_0
230	1037854_0
231	1038034_0
232	1038232_0
233	1038280_0
234	1038342_0
235	1038376_0
236	1038488_0
237	1039252_0
238	1039381_0
239	1039576_0
240	1039793_0
241	1040412_0
242	1040862_0
243	1041795_0
244	1041800_0
245	1041933_0
246	1041939_0
247	1041996_0
248	104204_0
249	1042402_0
250	1042428_0
251	1042442_0
252	1042567_0
253	1042571_0
254	1042573_0
255	1042647_0
256	104281_0
257	104290_0
258	1042966_0
259	1042969_0
260	1043042_0
261	1044019_0
262	1044417_0
263	1044431_0
264	1044824_0
265	1045_0
266	1045372_0
267	1046238_0
268	1046637_0
269	1046727_0
270	1046728_0
271	1046729_0
272	1046730_0
273	1046731_0
274	1046732_0
275	1047002_0
276	1047135_0
277	1047682_0
278	104789_0
279	104791_0
280	104792_0
281	104798_0
282	104800_0
283	104801_0
284	104802_0
285	104803_0
286	1048185_0
287	1048422_0
288	104857_0
289	104858_0
290	104859_0
291	104860_0
292	104861_0
293	104863_0
294	104864_0
295	104876_0
296	104884_0
297	1049215_0
298	1049216_0
299	1049220_0
300	1049223_0
301	1049293_0
302	104937_0
303	104942_0
304	1049454_0
305	1049525_0
306	1049634_0
307	1049728_0
308	1049731_0
309	1049732_0
310	1049733_0
311	1050125_0
312	1050128_0
313	1050285_0
314	1050327_0
315	1050472_0
316	1050578_0
317	1050943_0
318	1050944_0
319	1050978_0
320	1050979_0
321	1051015_0
322	1051223_0
323	1051299_0
324	1051441_0
325	1051545_0
326	1051740_0
327	1051865_0
328	1051876_0
329	1052097_0
330	1052099_0
331	1052172_0
332	1052173_0
333	1052176_0
334	1052214_0
335	105258_0
336	1052676_0
337	105296_0
338	1053468_0
339	1053742_0
340	1053993_0
341	1054012_0
342	1054151_0
343	1054250_0
344	1054254_0
345	1054512_0
346	1054518_0
347	1054519_0
348	1055235_0
349	1055299_0
350	1055501_0
351	1055566_0
352	1055725_0
353	1055865_0
354	1056294_0
355	1056534_0
356	1056540_0
357	1056541_0
358	1056943_0
359	1056970_0
360	1057063_0
361	1057066_0
362	1057070_0
363	1057072_0
364	1057074_0
365	1057075_0
366	1057472_0
367	1057649_0
368	1057769_0
369	105784_0
370	10580_0
371	1058116_0
372	1058288_0
373	1058289_0
374	1058291_0
375	1058293_0
376	1058295_0
377	1058782_0
378	1058864_0
379	1059337_0
380	1059546_0
381	1059598_0
382	1059601_0
383	1059633_0
384	1059831_0
385	1059914_0
386	1059916_0
387	1059920_0
388	1059923_0
389	106000_0
390	1060033_0
391	1060130_0
392	1060134_0
393	1060136_0
394	106063_0
395	1060661_0
396	1060731_0
397	1060805_0
398	1060840_0
399	1061093_0
400	10611_0
401	1061288_0
402	1061293_0
403	1061967_0
404	1062050_0
405	1062074_0
406	1062366_0
407	1062367_0
408	1062372_0
409	1062374_0
410	1062375_0
411	1062525_0
412	1062785_0
413	1063334_0
414	1063649_0
415	1064210_0
416	1064443_0
417	1064446_0
418	1064449_0
419	1064650_0
420	1064928_0
421	1064931_0
422	1064932_0
423	1065237_0
424	1065583_0
425	1065696_0
426	106658_0
427	1066659_0
428	1066785_0
429	1066787_0
430	1066789_0
431	1066792_0
432	1066865_0
433	106701_0
434	106703_0
435	1067314_0
436	1067339_0
437	1067360_0
438	1067361_0
439	1067363_0
440	1067365_0
441	1067434_0
442	106789_0
443	1068126_0
444	1068375_0
445	1068756_0
446	1068897_0
447	1068935_0
448	1069336_0
449	1069605_0
450	1070159_0
451	1071148_0
452	107125_0
453	1071480_0
454	1071485_0
455	1071630_0
456	1071683_0
457	1071757_0
458	1071816_0
459	1071970_0
460	1071979_0
461	1072188_0
462	1072189_0
463	1072190_0
464	1072191_0
465	1072221_0
466	107232_0
467	1072346_0
468	1072500_0
469	1072501_0
470	1072642_0
471	107269_0
472	1072948_0
473	1073098_0
474	1073099_0
475	1073105_0
476	1073193_0
477	1073551_0
478	1073552_0
479	1073814_0
480	1073857_0
481	1073859_0
482	1073860_0
483	1073863_0
484	1074214_0
485	1074364_0
486	1074369_0
487	1074448_0
488	1074587_0
489	107532_0
490	1075475_0
491	1075476_0
492	1075478_0
493	107561_0
494	107562_0
495	107564_0
496	1075720_0
