0	1000264_0
1	1000267_0
2	1000322_0
3	1000482_0
4	1000485_0
5	1000546_0
6	1000550_0
7	1000552_0
8	1000553_0
9	1001015_0
10	1001132_0
11	1001327_0
12	1001351_0
13	1001352_0
14	100179_0
15	100212_0
16	1002260_0
17	1002537_0
18	1002627_0
19	100289_0
20	1002914_0
21	1002915_0
22	1002918_0
23	1003187_0
24	1003188_0
25	1003193_0
26	1004099_0
27	1004959_0
28	1004966_0
29	1005036_0
30	1005224_0
31	1005335_0
32	1005338_0
33	1005341_0
34	1005561_0
35	1006666_0
36	1006859_0
37	1006860_0
38	1006861_0
39	1006862_0
40	1006863_0
41	1006864_0
42	1006865_0
43	1006866_0
44	1006867_0
45	1006868_0
46	1007589_0
47	1007592_0
48	1007594_0
49	1007732_0
50	1008331_0
51	1009024_0
52	1009248_0
53	1009269_0
54	1009272_0
55	1009500_0
56	1009552_0
57	1009604_0
58	1010499_0
59	1010573_0
60	101062_0
61	1011039_0
62	1011043_0
63	1011385_0
64	1011659_0
65	101204_0
66	101208_0
67	101209_0
68	1012220_0
69	1012392_0
70	1012433_0
71	1012440_0
72	1012443_0
73	1012554_0
74	1012832_0
75	1013790_0
76	1013791_0
77	1013792_0
78	1013795_0
79	1013796_0
80	1013797_0
81	1013901_0
82	1013994_0
83	1013998_0
84	1014292_0
85	1014556_0
86	1014568_0
87	1014664_0
88	1014755_0
89	1014898_0
90	1014936_0
91	1015556_0
92	1015778_0
93	1015940_0
94	1015976_0
95	1016258_0
96	1016402_0
97	1016580_0
98	1016706_0
99	1016915_0
100	1016931_0
101	1016997_0
102	1017084_0
103	1017085_0
104	1017086_0
105	1017088_0
106	1017089_0
107	1017090_0
108	1017092_0
109	1017244_0
110	1017597_0
111	10179_0
112	1018527_0
113	1018528_0
114	1018529_0
115	1018533_0
116	1019135_0
117	1019323_0
118	1019328_0
119	1019704_0
120	1019705_0
121	1019739_0
122	1019929_0
123	1020089_0
124	1020351_0
125	1020732_0
126	1020793_0
127	1021172_0
128	102142_0
129	1021446_0
130	1021451_0
131	1021453_0
132	1021565_0
133	1021580_0
134	1022664_0
135	1022823_0
136	1022883_0
137	1023861_0
138	1023863_0
139	1023864_0
140	1023866_0
141	1023926_0
142	1024167_0
143	1024315_0
144	1024529_0
145	1024533_0
146	1024740_0
147	1024973_0
148	1025123_0
149	1025150_0
150	1025319_0
151	1025523_0
152	1026272_0
153	1026386_0
154	1026568_0
155	102696_0
156	1027102_0
157	102773_0
158	1028087_0
159	1028233_0
160	1028581_0
161	1028585_0
162	1028662_0
163	1028965_0
164	1028966_0
165	1028969_0
166	1028970_0
167	1028971_0
168	1028972_0
169	1028974_0
170	1029292_0
171	1029810_0
172	1030532_0
173	1030557_0
174	1030674_0
175	1030796_0
176	1031088_0
177	1031596_0
178	1031599_0
179	1031673_0
180	1031712_0
181	1031717_0
182	1031718_0
183	103184_0
184	1031847_0
185	1031849_0
186	1032177_0
187	1033032_0
188	1033076_0
189	1033654_0
190	1033756_0
191	1034187_0
192	1034432_0
193	1034434_0
194	1034435_0
195	1034438_0
196	1034557_0
197	1035061_0
198	1035179_0
199	1035224_0
200	1035582_0
201	1035618_0
202	1035870_0
203	1035928_0
204	1035929_0
205	1036132_0
206	1036133_0
207	1036816_0
208	1036899_0
209	1036904_0
210	1037098_0
211	1037258_0
212	1037467_0
213	1037469_0
214	1037931_0
215	1037977_0
216	1037982_0
217	1038072_0
218	1038077_0
219	1038132_0
220	1038612_0
221	1038928_0
222	1039002_0
223	1039010_0
224	1039125_0
225	1039152_0
226	1039918_0
227	1039919_0
228	1039920_0
229	1039921_0
230	1039922_0
231	1039924_0
232	1039925_0
233	1039926_0
234	1040449_0
235	1040451_0
236	104049_0
237	1040862_0
238	1040992_0
239	1041356_0
240	1041432_0
241	1041620_0
242	1041939_0
243	1041941_0
244	1042286_0
245	1042664_0
246	1043042_0
247	1043101_0
248	1043104_0
249	1043106_0
250	1043239_0
251	1043242_0
252	1043679_0
253	1043683_0
254	1043760_0
255	1043989_0
256	1044147_0
257	1044150_0
258	1044151_0
259	1044152_0
260	1044154_0
261	1044417_0
262	1044558_0
263	1045187_0
264	1045195_0
265	1045315_0
266	1045574_0
267	1045579_0
268	1045794_0
269	1045945_0
270	104626_0
271	1046332_0
272	1046334_0
273	1046336_0
274	1046337_0
275	1046339_0
276	1046521_0
277	1046526_0
278	1046541_0
279	1046547_0
280	104678_0
281	1047299_0
282	1047766_0
283	1047767_0
284	1047769_0
285	1047773_0
286	1047774_0
287	1047775_0
288	1048079_0
289	1048220_0
290	104856_0
291	1049219_0
292	1049779_0
293	1049780_0
294	1049781_0
295	1049782_0
296	1050551_0
297	1050556_0
298	1050558_0
299	1050571_0
300	1050651_0
301	1050843_0
302	1051108_0
303	1051498_0
304	1051545_0
305	1051554_0
306	1051568_0
307	1051575_0
308	1051865_0
309	1051959_0
310	1051978_0
311	105208_0
312	1052551_0
313	1052666_0
314	1052736_0
315	1052880_0
316	105296_0
317	1052963_0
318	1053077_0
319	1053078_0
320	105398_0
321	1054088_0
322	1054089_0
323	1054091_0
324	1054284_0
325	1054401_0
326	1054402_0
327	1054573_0
328	1054574_0
329	1054657_0
330	1054670_0
331	1054699_0
332	1054758_0
333	1054859_0
334	1054975_0
335	1055218_0
336	105574_0
337	1056294_0
338	1056540_0
339	1056715_0
340	1057605_0
341	1057610_0
342	105822_0
343	1058237_0
344	1058521_0
345	1058524_0
346	1059165_0
347	1059166_0
348	1059168_0
349	1059517_0
350	1059917_0
351	1059921_0
352	1059996_0
353	1060130_0
354	1060134_0
355	1060136_0
356	1060167_0
357	1061093_0
358	1061781_0
359	1062052_0
360	1062056_0
361	1062057_0
362	106234_0
363	106241_0
364	1062525_0
365	1063110_0
366	1063162_0
367	1063231_0
368	1063334_0
369	1063340_0
370	1063364_0
371	1063365_0
372	1063368_0
373	1063541_0
374	1063821_0
375	1063829_0
376	1064354_0
377	1064355_0
378	1064356_0
379	1064359_0
380	1064876_0
381	1065232_0
382	1065249_0
383	1065614_0
384	1065829_0
385	1066532_0
386	1066539_0
387	1066896_0
388	1067475_0
389	1067875_0
390	1067893_0
391	1068128_0
392	1068492_0
393	1068642_0
394	1068768_0
395	1068937_0
396	1069000_0
397	1069032_0
398	1069071_0
399	1069139_0
400	1069173_0
401	1069305_0
402	1069348_0
403	1069695_0
404	1070049_0
405	1070159_0
406	1070194_0
407	1070807_0
408	1070849_0
409	1071148_0
410	1071159_0
411	1071364_0
412	1071997_0
413	1072221_0
414	1072506_0
415	1073019_0
416	1073185_0
417	1073193_0
418	1073337_0
419	1073641_0
420	1074214_0
421	1074899_0
422	1074978_0
423	1075192_0
424	1075437_0
425	1075784_0
426	1075891_0
427	1076326_0
428	1076418_0
429	1076494_0
430	1076497_0
431	1076596_0
432	1076739_0
433	1076956_0
434	1076958_0
435	1076961_0
436	1076964_0
437	10770_0
438	1077264_0
439	1077449_0
440	1077530_0
441	1077546_0
442	1078074_0
443	1078132_0
444	1078133_0
445	1078134_0
446	1078138_0
447	1078139_0
448	1078469_0
449	1078553_0
450	1078711_0
451	1078729_0
452	1079071_0
453	1079072_0
454	1079807_0
455	1079812_0
456	1080291_0
457	1080414_0
458	1080556_0
459	1081009_0
460	1081010_0
461	1081011_0
462	1081014_0
463	1081015_0
464	1081016_0
465	1081017_0
466	1081081_0
467	1082336_0
468	1082340_0
469	1082489_0
470	1082597_0
471	1083133_0
472	1083508_0
473	1083891_0
474	1084540_0
475	108481_0
476	1084999_0
477	1085402_0
478	1085403_0
479	1085404_0
480	1085405_0
481	1085406_0
482	1085410_0
483	1085629_0
484	1086463_0
485	1087028_0
486	1087304_0
487	1087366_0
488	1088177_0
489	1088178_0
490	1088189_0
491	1088510_0
492	10889_0
493	1088939_0
494	1089017_0
495	108903_0
496	1089246_0
497	108933_0
498	108937_0
499	1089480_0
500	1089706_0
501	1089708_0
502	1089711_0
503	1089792_0
504	1089987_0
505	1090088_0
506	1090089_0
507	1090288_0
508	109054_0
509	109060_0
510	109063_0
511	10909_0
512	1091029_0
513	1091031_0
514	1091305_0
515	109155_0
516	1091609_0
517	1091611_0
518	1091765_0
519	1091782_0
520	1091785_0
521	1092187_0
522	1092242_0
523	1092414_0
524	1092439_0
525	109270_0
526	109316_0
527	1093564_0
528	1094131_0
529	1094135_0
530	1094138_0
531	1094139_0
532	109414_0
533	1095013_0
534	1095270_0
535	1095330_0
536	1095479_0
537	1095481_0
538	1095791_0
539	1095842_0
540	1095913_0
541	1096011_0
542	109648_0
543	109650_0
544	109651_0
545	109652_0
546	109653_0
547	1098069_0
548	1098178_0
549	1098619_0
550	1099079_0
551	1099080_0
552	1099083_0
553	1099085_0
554	1099086_0
555	1099152_0
556	1099157_0
557	1099158_0
558	1099159_0
559	1099161_0
560	1099328_0
561	1099879_0
562	1100529_0
563	1100536_0
564	1100749_0
565	1100825_0
566	1101240_0
567	1101246_0
568	1101457_0
569	1101458_0
570	1101459_0
571	1101460_0
572	1101461_0
573	1101462_0
574	1101463_0
575	1101464_0
576	1101465_0
577	1101466_0
578	1101606_0
579	1101607_0
580	1101609_0
581	1101610_0
582	1101677_0
583	1101836_0
584	110185_0
585	1101892_0
586	1101898_0
587	110194_0
588	1101942_0
589	1102051_0
590	1102066_0
591	1102288_0
592	1102906_0
593	1102979_0
594	1102996_0
595	1103684_0
596	1103686_0
597	1104099_0
598	1104243_0
599	1104489_0
600	1104497_0
601	1104581_0
602	1104652_0
603	1104654_0
604	1104697_0
605	110509_0
606	1105290_0
607	1105678_0
608	110568_0
609	1105706_0
610	1105751_0
611	1106275_0
612	1107696_0
613	1107921_0
614	1108499_0
615	1108500_0
616	110858_0
617	1108600_0
618	1108655_0
619	110890_0
620	110898_0
621	1109130_0
622	1109217_0
623	1109225_0
624	1109236_0
625	1109302_0
626	110936_0
627	110938_0
628	1109490_0
629	1109492_0
630	1109976_0
631	1110131_0
632	1110223_0
633	1110227_0
634	1110766_0
635	1111167_0
636	1111215_0
637	1111371_0
638	1111372_0
639	1111375_0
640	1111809_0
641	1112089_0
642	1112378_0
643	1112487_0
644	1112489_0
645	1112723_0
646	1112916_0
647	1112945_0
648	1112961_0
649	1113001_0
650	1113559_0
651	1113568_0
652	1113579_0
653	1113765_0
654	1114080_0
655	1114183_0
656	1114259_0
657	1114280_0
658	1114289_0
659	1114387_0
660	1114393_0
661	1115001_0
662	1115004_0
663	1115006_0
664	1115008_0
665	111507_0
666	1115723_0
667	1115831_0
668	1116063_0
669	111616_0
670	1116347_0
671	1116676_0
672	1116890_0
673	1117000_0
674	1117091_0
675	111716_0
676	1117972_0
677	1118000_0
678	1118025_0
679	1118283_0
